nids_a_excluir ,razon,fecha
58879113334,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58519155640,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59455394983,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
57911715083,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58064040806,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
57979455081,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58021036385,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58159807114,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58643608686,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59041331858,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58541668501,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58897110024,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58236983871,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59217003870,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58063774362,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58520695871,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59415519927,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59135035040,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58022479212,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58203679239,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59417663377,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59326683672,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58940023985,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
57971354438,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58956225891,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59316932022,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58853127176,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58321676596,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59316214604,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59249043722,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58879037267,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58923665800,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58173077384,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58061315707,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59318216621,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59139748275,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
57984811869,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58522823603,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58437238882,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59104833412,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59044298924,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59313243674,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58648289388,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
57981084014,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58527624795,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58379024677,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58510178870,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58273654653,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59389377148,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58852736617,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59467226028,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58318489699,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59380079517,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59378935592,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58177842830,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59380188026,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58875535799,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59373244240,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58681278320,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
57943134318,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58270973257,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58438301110,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59309961795,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59020993453,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
57882548650,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59133979303,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59167264279,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59148132521,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58323364387,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58064899398,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58885314317,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58184047692,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58935627026,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59136532850,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58657996979,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
57897445277,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58955358467,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59148200770,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59466772823,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58226923928,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58102695265,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
57284545446,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58067352133,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58233760366,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58527663876,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59328437028,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58854684282,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58133829812,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58266419819,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58379523456,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58530059816,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58156969629,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58333065236,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58223077975,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59145610509,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59165524063,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58650150252,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59336620349,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59228023953,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58011057215,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58836726140,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59147590831,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59036333409,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58217517634,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59134713900,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58611721995,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59047581556,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59417355190,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58015016866,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58669717506,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58433985358,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59465669490,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58333322386,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58713030719,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59343594526,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59139380620,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
57954161963,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58069071686,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58500697909,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58670842770,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59154092313,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58062430021,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59389070941,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58010963547,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58204697923,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58516451846,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
57972845573,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58169717059,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58115011989,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59414326659,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59133721217,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59234073955,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
57987917151,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58853127322,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58657273761,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58935357078,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58501539714,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59457755268,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59128690538,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59237392461,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58878516569,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58064419963,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58055987493,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58718411828,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
57940896184,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58252184660,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59152938029,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59432258826,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58209638722,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59443775086,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58060048469,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59371721014,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59223682175,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59224879797,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58957159556,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58945422192,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58935966298,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59463949105,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58318940337,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
57987294123,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58212660844,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59384915069,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59081977353,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58015093061,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58443266220,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59137831022,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59312685339,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59316409722,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59315744365,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58698032730,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58011899404,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58103742386,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58967806576,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59314833785,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
57988139348,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59312247196,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59147382291,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58631788145,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59221858906,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59080262686,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59102708006,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58645218403,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58796623490,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58370566413,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59120430375,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58010401868,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58950766764,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59135602526,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59391611172,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58698204750,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58312887960,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59216985888,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59150732801,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58949719160,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59532724548,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59450736493,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
57953835100,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59314919324,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58241567799,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58052853010,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58952395064,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58163747749,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58863129683,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58218119563,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58057060110,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59218265433,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58851932813,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
57990952470,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58593075874,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58955914387,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59233319529,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58382302890,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58771680384,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59176442660,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58015191211,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59336640144,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58528155260,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59375692070,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59319078469,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59169701952,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59151581234,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59001619343,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58058598782,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59087891128,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58961740587,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59367469571,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58852966679,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58005900123,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58246472095,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59130577849,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59333569935,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58958672712,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59139968809,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
57983106844,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59231513872,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58510942811,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59023370586,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58162441568,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59119641879,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58853092270,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58884002460,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59098419031,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58741808681,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58337901112,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59122179708,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59439811396,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59279025294,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59389175481,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58076186894,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59135305776,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58330658153,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58883350364,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58100100945,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58520053860,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58428087079,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59391532095,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58438283522,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58715396402,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
59149854560,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
58605507679,error de asignación de Quiñones reportado el jueves 23 de abril 2026,2026-04-23
